x action,y action,z action,roll action,pitch action,yaw action,x gripper,y gripper,z gripper,roll gripper,pitch gripper,yaw gripper,x velocity gripper,y velocity gripper,z velocity gripper,x angular velocity gripper,y angular velocity gripper,z angular velocity gripper,x target,y target,z target,roll target,pitch target,yaw target,x velocity target,y velocity target,z velocity target,x angular velocity target,y angular velocity target,z angular velocity target,closest distance,contact force,rewards
0.41084063,0.94543576,0.97428656,-0.44453168,0.99731874,0.43487632,0.0008216820776106632,0.0018908720116824673,1.001948571971169,-0.00880498561454898,0.01998398295256548,0.0092469832596997,0.19720363633727828,0.4538091579640562,0.4676570483103594,-2.136845224172827,4.785764568652476,2.0874087300684843,0.13001794308024053,0.6019518265158468,1.3448795445930004,0.0,-0.0,0.0,-0.051441891908904205,-0.057123986505398884,0.03248140293769175,0.0,0.0,0.0,0.522923330918137,0,1.5277078444105616
0.394109,0.9107497,0.97084534,-0.4488095,0.9953487,0.18445969,0.0016099004680248693,0.003712372052686793,1.003890263759455,-0.017739280870455072,0.039907810063069836,0.012841228591839386,0.18917241369940943,0.4371600098410382,0.46600602918862827,-2.195983984610348,4.757727621694834,0.9267869922944729,0.12980364056873694,0.6017138528853885,1.3450148593329605,0.0,-0.0,0.0,-0.05143260276086201,-0.05711367130998678,0.032475537590417186,0.0,0.0,0.0,0.5202450327335452,0,1.508070028794882
0.4470706,0.89822483,0.9714881,-0.50094175,0.99370587,0.20117247,0.002504041301934201,0.005508821147297343,1.0058332413091335,-0.027707952713049513,0.059803221551340775,0.016752204361528803,0.21459380013823956,0.43114778270653203,0.4663146119228498,-2.45993796872841,4.738984128176566,1.0578264159430248,0.12958937675448948,0.6014759222265522,1.3451501496387266,0.0,-0.0,0.0,-0.05142331541939126,-0.05710335812069378,0.03246967338384668,0.0,0.0,0.0,0.5175224828995934,0,1.487841561071853
0.48142433,0.88364947,0.9713634,-0.5341323,0.9911039,0.18115258,0.0034668896053627082,0.007276119984221988,1.0077759696448663,-0.038338461322372855,0.07964605000327916,0.020251934655283865,0.23108359282284174,0.4241517208619146,0.46625480057587193,-2.632837118315783,4.714334180641159,1.0176486561817437,0.12937515162997243,0.601238034530981,1.3452854155150504,0.0,-0.0,0.0,-0.05141402988409396,-0.057093046937077944,0.03246381031772893,0.0,0.0,0.0,0.5147783495707232,0,1.467512366735173
0.48836613,0.8638067,0.9714873,-0.5461711,0.9868108,0.16075659,0.004443621941325729,0.009003733454418706,1.0097189441033896,-0.04920721146537564,0.09940125466218325,0.02333886884676471,0.23441576063112496,0.41462723284721237,0.4663138700456099,-2.7008092732849867,4.683457318437792,0.9740473168352349,0.1291609651876617,0.6010001897903198,1.345420656966683,0.0,-0.0,0.0,-0.05140474615457221,-0.057082737758697426,0.0324579483918127,0.0,0.0,0.0,0.512024110360581,0,1.447306456525314
0.4979725,0.8414073,0.9718585,-0.5525359,0.98000693,0.14459968,0.005439567082864534,0.010686548079543716,1.0116626610248198,-0.06019995447760765,0.11901879778595276,0.02609991827761998,0.23902683396931304,0.40387551003000244,0.4664920611432832,-2.738154461389622,4.6419052480074345,0.9501804962778075,0.12894681742003491,0.6007623879962152,1.345555873998374,0.0,-0.0,0.0,-0.051395464230428234,-0.05707243058511051,0.03245208760584683,0.0,0.0,0.0,0.5092608118224647,0,1.427321752224369
0.50634766,0.8162072,0.97220325,-0.55717605,0.9699502,0.13281953,0.006452262515960146,0.012318962503990994,1.0136070674954185,-0.07128190691031625,0.13843403110959954,0.028623599592897973,0.24304690394294706,0.3917794618673469,0.46665755294366795,-2.764197832394867,4.585703535001123,0.9470886004299823,0.12873270831957132,0.6005246291403157,1.3456910666148723,0.0,-0.0,0.0,-0.05138618411126435,-0.05706212541587558,0.03244622795958021,0.0,0.0,0.0,0.5064914965901278,0,1.4076320182412418
0.51190424,0.7884332,0.9725573,-0.5604102,0.9558079,0.124762535,0.007476071143663455,0.01389582893815025,1.01555218195019,-0.08242514744278612,0.1575656419152054,0.030985117255141165,0.24571407064879414,0.37844794419822114,0.4668274691451391,-2.7808361647612556,4.510676132430026,0.9611113191957079,0.1285186378787518,0.6002869132142717,1.3458262348209253,0.0,-0.0,0.0,-0.05137690579668299,-0.05705182225055116,0.032440369452761804,0.0,0.0,0.0,0.5037214815208922,0,1.3883207903222359
0.51432383,0.76079535,0.9732542,-0.56456137,0.9381968,0.120503545,0.008504718545239681,0.015417419614230793,1.0174986920727498,-0.0936484390101025,0.17634478428081618,0.03326025168795441,0.24687537637829432,0.36518176225933036,0.4671624294143183,-2.7995571404880173,4.419315474471992,0.9936398185335129,0.12830460609005895,0.6000492402097355,1.34596137862128,0.0,-0.0,0.0,-0.05136762928628668,-0.05704152108869586,0.03243451208514064,0.0,0.0,0.0,0.5009532107553607,0,1.3694395195461833
0.51684093,0.7327049,0.9740877,-0.5683071,0.9147897,0.1172626,0.009538400138452774,0.016882829396339134,1.0194468693792496,-0.1049450995471637,0.19465561459212025,0.03547033034814121,0.24808358237114222,0.35169834770600195,0.46756255355996595,-2.814141430415582,4.300404446335818,1.0304541029861274,0.12809061294597696,0.599811610118361,1.346096498020682,0.0,-0.0,0.0,-0.05135835457967805,-0.05703122192986844,0.03242865585646582,0.0,0.0,0.0,0.49819229696128475,0,1.3510918685203195
