position_action,angle_action,gripper_position,gripper_angle,gripper_velocity,gripper_angular_velocity,target_position,target_angle,target_velocity,target_angular_velocity,closest_point,contact_force,rewards,finger1_min_dists,finger2_min_dists,finger3_min_dists,num_contact_points,fingertip_num_contact_points,accumulated_contact_force,totalLateralFrictionForce
[0.28582883 0.9578414  0.37712574],[-0.04026502 -0.03117281 -0.01572067],[0.23386862 0.60387056 1.13840103],[-0.06854532  0.20007166  0.0910204 ],[0.13719779 0.45976383 0.18102037],[-0.17497346 -0.16626737 -0.03697836],[0.24653558 1.03255775 1.19573568],[ 0. -0.  0.],[0.07852671 0.04553251 0.00201451],[0. 0. 0.],0.2680522648255719,0,1.5495617528264751,[0.26181123 0.24278842 0.21424896],[0.26204688 0.24496785 0.21772187],[0.21178786 0.18672652 0.15644124],0,[0 0 0],0,[0 0 0]
[0.28735566 0.95750237 0.38555896],[-0.04156178 -0.03286469 -0.01559424],[0.23444333 0.60578557 1.13917215],[-0.06937654  0.19941427  0.09070861],[0.13793074 0.45960112 0.18506786],[-0.18040375 -0.17486446 -0.03524472],[0.24686272 1.03274743 1.19574408],[ 0. -0.  0.],[0.07851244 0.04552423 0.00201415],[0. 0. 0.],0.26630200283251565,0,1.5516467911291696,[0.2600074  0.24103285 0.21253661],[0.26024619 0.24322691 0.21603359],[0.21003035 0.18495451 0.1546599 ],0,[0 0 0],0,[0 0 0]
[0.28875065 0.95712745 0.39352286],[-0.04186583 -0.0343582  -0.01543945],[0.23502083 0.60769982 1.13995919],[-0.07021372  0.19872704  0.09039991],[0.13860029 0.45942119 0.188891  ],[-0.18123342 -0.18207192 -0.03435351],[0.2471898  1.03293708 1.19575247],[ 0. -0.  0.],[0.07849816 0.04551595 0.00201378],[0. 0. 0.],0.2645541491714323,0,1.553748353393006,[0.25819897 0.23927228 0.21081882],[0.25843963 0.24147898 0.21433785],[0.20827673 0.18318589 0.15287907],0,[0 0 0],0,[0 0 0]
[0.29007196 0.9567399  0.40131092],[-0.04222238 -0.0357241  -0.01514024],[0.23560098 0.6096133  1.14076181],[-0.07105816  0.19801246  0.09009723],[0.13923458 0.45923514 0.19262873],[-0.18242508 -0.18870872 -0.03270368],[0.24751681 1.03312669 1.19576086],[ 0. -0.  0.],[0.07848389 0.04550768 0.00201341],[0. 0. 0.],0.2628087116168708,0,1.5558626934460054,[0.2563863  0.23750718 0.20909608],[0.25662751 0.23972446 0.21263506],[0.20652711 0.18142077 0.15109978],0,[0 0 0],0,[0 0 0]
[0.29135525 0.95634556 0.40896368],[-0.04258752 -0.03699833 -0.01485187],[0.23618369 0.61152599 1.14157974],[-0.07190988  0.19727239  0.08980033],[0.13985056 0.45904587 0.19630207],[-0.18366921 -0.19490229 -0.03111795],[0.24784377 1.03331628 1.19576924],[ 0. -0.  0.],[0.07846963 0.04549941 0.00201305],[0. 0. 0.],0.26106522447298,0,1.5579885929933335,[0.25456948 0.23573759 0.20736843],[0.25480998 0.23796349 0.21092539],[0.20478169 0.17965941 0.149324  ],0,[0 0 0],0,[0 0 0]
[0.29464602 0.9558296  0.4153614 ],[-0.04201353 -0.03698117 -0.01616281],[0.23677298 0.61343765 1.14241046],[-0.07274999  0.19653269  0.08947717],[0.14143007 0.45879821 0.19937352],[-0.18104455 -0.19451549 -0.03811522],[0.24817067 1.03350582 1.19577763],[ 0. -0.  0.],[0.07845536 0.04549114 0.00201268],[0. 0. 0.],0.25932462044457677,0,1.560121452569361,[0.25274601 0.2339592  0.20563168],[0.25298642 0.23619471 0.20920759],[0.20304285 0.17790427 0.14755375],0,[0 0 0],0,[0 0 0]
[0.2981602  0.9552512  0.42118537],[-0.04189217 -0.03643608 -0.01744545],[0.2373693  0.61534815 1.14325283],[-0.07358767  0.19580389  0.08912833],[0.14311688 0.4585206  0.20216902],[-0.18080132 -0.19180096 -0.04453486],[0.2484975  1.03369533 1.19578601],[ 0. -0.  0.],[0.0784411  0.04548287 0.00201232],[0. 0. 0.],0.2575864793175182,0,1.5622500776565493,[0.25091735 0.23217376 0.20388779],[0.25115856 0.23442031 0.20748416],[0.20130995 0.1761541  0.14578867],0,[0 0 0],0,[0 0 0]
[0.3015108  0.9546571  0.42683148],[-0.0419358  -0.03611451 -0.01849896],[0.23797232 0.61725747 1.14410649],[-0.07442635  0.1950815   0.08875844],[0.14472521 0.45823541 0.20487866],[-0.18127137 -0.19022822 -0.04968545],[0.24882428 1.03388481 1.1957944 ],[ 0. -0.  0.],[0.07842684 0.0454746  0.00201195],[0. 0. 0.],0.2558504713355429,0,1.5643756431143272,[0.24908427 0.23038241 0.20213797],[0.24932691 0.23264099 0.20575587],[0.19958291 0.17440694 0.14402883],0,[0 0 0],0,[0 0 0]
[0.30479145 0.9540509  0.4323728 ],[-0.04212546 -0.03596354 -0.01939648],[0.2385819  0.61916557 1.14497124],[-0.07526882  0.19436212  0.08837058],[0.14629993 0.45794443 0.20753853],[-0.1823218  -0.18951899 -0.05396297],[0.249151   1.03407425 1.19580278],[ 0. -0.  0.],[0.07841258 0.04546633 0.00201158],[0. 0. 0.],0.2541163592184019,0,1.5664990331136466,[0.24724738 0.22858599 0.20038308],[0.24749188 0.23085731 0.20402328],[0.19786166 0.17266372 0.14227434],0,[0 0 0],0,[0 0 0]
[0.30799294 0.95343125 0.43780303],[-0.04242671 -0.03593498 -0.02015918],[0.23919789 0.62107243 1.14584684],[-0.0761172   0.19364334  0.08796744],[0.14783658 0.457647   0.21014549],[-0.18382565 -0.18943019 -0.0575004 ],[0.24947766 1.03426366 1.19581116],[ 0. -0.  0.],[0.07839833 0.04545807 0.00201122],[0. 0. 0.],0.2523839540156547,0,1.568620603515226,[0.2454072  0.2267852  0.19862387],[0.24565382 0.22906972 0.2022869 ],[0.19614623 0.170926   0.14052533],0,[0 0 0],0,[0 0 0]
[0.3111168  0.95279753 0.44312346],[-0.04280567 -0.03600293 -0.02081013],[0.23982012 0.62297803 1.14673309],[-0.07697315  0.1929232   0.08755127],[0.14933604 0.45734279 0.2126993 ],[-0.18567965 -0.18983923 -0.06042043],[0.24980426 1.03445304 1.19581954],[ 0. -0.  0.],[0.07838408 0.0454498  0.00201085],[0. 0. 0.],0.2506531081569813,0,1.5707405541017958,[0.24356412 0.22498059 0.1968609 ],[0.24381301 0.2272786  0.2005471 ],[0.19443671 0.16919391 0.13878204],0,[0 0 0],0,[0 0 0]
[0.31416452 0.95214915 0.44833553],[-0.04323518 -0.03614652 -0.02136874],[0.24044845 0.62488233 1.14762976],[-0.07783769  0.19220018  0.08712393],[0.15079894 0.45703157 0.21520109],[-0.18774233 -0.19062702 -0.0628535 ],[0.2501308  1.03464238 1.19582791],[ 0. -0.  0.],[0.07836983 0.04544154 0.00201049],[0. 0. 0.],0.24892372211055136,0,1.5728590104242723,[0.24171847 0.22317262 0.19509463],[0.24196969 0.22548422 0.19880417],[0.19273327 0.16746764 0.13704474],0,[0 0 0],0,[0 0 0]
[0.31713688 0.9514859  0.45344305],[-0.04370153 -0.03634584 -0.02184802],[0.24108273 0.6267853  1.14853665],[-0.07871155  0.19147317  0.086687  ],[0.15222568 0.45671323 0.21765269],[-0.18995792 -0.19169276 -0.06487541],[0.25045728 1.03483168 1.19583629],[ 0. -0.  0.],[0.07835559 0.04543328 0.00201012],[0. 0. 0.],0.24719572022599406,0,1.574975917220731,[0.23987053 0.22136165 0.19332542],[0.24012404 0.22368681 0.19705837],[0.19103608 0.16574739 0.13531372],0,[0 0 0],0,[0 0 0]
[0.32003427 0.95080686 0.4584465 ],[-0.04418975 -0.03658867 -0.02226079],[0.24172279 0.62868691 1.14945354],[-0.07959531  0.19074128  0.08624185],[0.15361649 0.4563873  0.22005379],[-0.1922945  -0.19298108 -0.0665494 ],[0.25078371 1.03502095 1.19584466],[ 0. -0.  0.],[0.07834134 0.04542502 0.00200976],[0. 0. 0.],0.24546904637983283,0,1.5770911448089864,[0.23802055 0.219548   0.19155361],[0.23827625 0.22188659 0.19530989],[0.18934537 0.16403342 0.13358933],0,[0 0 0],0,[0 0 0]
[0.32285857 0.950112   0.46334815],[-0.0446859  -0.03686428 -0.02261847],[0.24236851 0.63058713 1.15038023],[-0.08048899  0.19000387  0.08578954],[0.15497215 0.45605377 0.22240662],[-0.19462401 -0.1944165  -0.06796915],[0.25111007 1.03521019 1.19585304],[ 0. -0.  0.],[0.0783271  0.04541677 0.00200939],[0. 0. 0.],0.24374368203774932,0,1.5792045952344418,[0.23616872 0.21773189 0.1897794 ],[0.23642645 0.22008369 0.19355889],[0.18766139 0.16232602 0.13187195],0,[0 0 0],0,[0 0 0]
[0.3256123  0.94940066 0.46815038],[-0.04519093 -0.03716427 -0.02292591],[0.24301974 0.63248594 1.15131653],[-0.08139275  0.18926046  0.08533108],[0.15629394 0.45571232 0.2247117 ],[-0.19698854 -0.19596881 -0.0691442 ],[0.25143637 1.03539939 1.19586141],[ 0. -0.  0.],[0.07831287 0.04540851 0.00200903],[0. 0. 0.],0.24201960580421358,0,1.5813160240851563,[0.23431524 0.21591353 0.18800302],[0.23457477 0.21827827 0.19180551],[0.18598441 0.16062549 0.13016197],0,[0 0 0],0,[0 0 0]
[0.3282957  0.9486728  0.47285533],[-0.0456937  -0.03748131 -0.02319264],[0.24367633 0.63438328 1.15226224],[-0.08230656  0.18851071  0.08486729],[0.15758197 0.45536292 0.22697009],[-0.1993391  -0.19759859 -0.07013054],[0.25176262 1.03558856 1.19586978],[ 0. -0.  0.],[0.07829863 0.04540026 0.00200866],[0. 0. 0.],0.2402968149145962,0,1.5834251925083067,[0.23246027 0.21409311 0.18622465],[0.23272133 0.21647044 0.19004988],[0.18431472 0.15893216 0.12845981],0,[0 0 0],0,[0 0 0]
[0.3309102 0.9479275 0.4774642],[-0.04619241 -0.0378108  -0.02342385],[0.24433815 0.63627914 1.15321717],[-0.08323033  0.18775437  0.08439888],[0.15883693 0.4550052  0.22918235],[-0.20166895 -0.1992833  -0.07095483],[0.2520888  1.03577769 1.19587814],[ 0. -0.  0.],[0.0782844  0.04539201 0.0020083 ],[0. 0. 0.],0.23857531447488578,0,1.5855318293262468,[0.23060397 0.21227078 0.18444445],[0.23086625 0.21466031 0.18829211],[0.18265262 0.15724638 0.12676591],0,[0 0 0],0,[0 0 0]
[0.33248734 0.9472927  0.48252094],[-0.04770851 -0.03560972 -0.02417904],[0.24500312 0.63817372 1.15418221],[-0.08418433  0.18704206  0.08391533],[0.15959389 0.45470051 0.23161008],[-0.20978523 -0.18925731 -0.07339398],[0.25241493 1.03596679 1.19588651],[ 0. -0.  0.],[0.07827017 0.04538376 0.00200793],[0. 0. 0.],0.23685437664278072,0,1.5875921538471542,[0.2287469 0.2104467 0.1826631],[0.22901158 0.21285057 0.18653573],[0.18099592 0.1555662  0.12507844],0,[0 0 0],0,[0 0 0]
[0.33412004 0.9466355  0.48716748],[-0.04884946 -0.03410208 -0.0248633 ],[0.24567136 0.64006699 1.15515654],[-0.08516116  0.1863599   0.08341811],[0.16037759 0.45438503 0.23384043],[-0.21587872 -0.18239701 -0.07581838],[0.25274099 1.03615586 1.19589488],[ 0. -0.  0.],[0.07825595 0.04537551 0.00200757],[0. 0. 0.],0.2351343398392915,0,1.5896188121425348,[0.22688884 0.20862071 0.18088032],[0.22715682 0.21104049 0.18477978],[0.17934574 0.15389271 0.12339853],0,[0 0 0],0,[0 0 0]
[0.3356706  0.94596696 0.4917704 ],[-0.04998124 -0.03292841 -0.02550983],[0.2463427  0.64195893 1.15614008],[-0.08616064  0.18570121  0.08290795],[0.16112186 0.45406415 0.23604981],[-0.22179012 -0.17712173 -0.07807097],[0.253067   1.03634489 1.19590324],[ 0. -0.  0.],[0.07824173 0.04536726 0.0020072 ],[0. 0. 0.],0.23341522167934592,0,1.5916166202674342,[0.22502996 0.20679307 0.17909635],[0.22530196 0.20923005 0.18302419],[0.17770243 0.1522263  0.12172557],0,[0 0 0],0,[0 0 0]
[0.33718443 0.9452851  0.49627542],[-0.05100876 -0.03204918 -0.02613437],[0.24701707 0.6438495  1.15713264],[-0.08718068  0.1850601   0.0823853 ],[0.1618485  0.45373683 0.23821222],[-0.22709169 -0.17320543 -0.0803126 ],[0.25339295 1.03653388 1.1959116 ],[ 0. -0.  0.],[0.07822751 0.04535902 0.00200684],[0. 0. 0.],0.231697138114822,0,1.5935904593261025,[0.22317022 0.20496382 0.17731115],[0.22344685 0.20741901 0.18126865],[0.17606658 0.15056756 0.1200551 ],0,[0 0 0],0,[0 0 0]
[0.33865666 0.94459    0.5006931 ],[-0.05197221 -0.03139967 -0.02671856],[0.24769439 0.64573868 1.15813402],[-0.08822     0.18443197  0.08185096],[0.16255517 0.45340316 0.24033271],[-0.23199923 -0.17035497 -0.08241962],[0.25371884 1.03672284 1.19591996],[ 0. -0.  0.],[0.07821329 0.04535077 0.00200647],[0. 0. 0.],0.22998014819391688,0,1.5955438020884598,[0.22130968 0.20313303 0.17552481],[0.22159141 0.20560726 0.17951299],[0.17443866 0.14891702 0.11838674],0,[0 0 0],0,[0 0 0]
[0.34009457 0.9438813  0.5050216 ],[-0.05286616 -0.03093845 -0.02726483],[0.24837457 0.64762644 1.15914407],[-0.0892772   0.18381306  0.0813057 ],[0.16324536 0.45306301 0.24241037],[-0.23650529 -0.16837069 -0.08440879],[0.25404467 1.03691177 1.19592832],[ 0. -0.  0.],[0.07819907 0.04534253 0.00200611],[0. 0. 0.],0.22826431568492794,0,1.597479515597095,[0.21944839 0.20130079 0.17373735],[0.21973558 0.20379467 0.17775704],[0.17281917 0.14727521 0.11672064],0,[0 0 0],0,[0 0 0]
[0.34125578 0.9432647  0.50868094],[-0.05284905 -0.02913523 -0.02824873],[0.24905709 0.64951297 1.16016143],[-0.09033406  0.18323021  0.08074076],[0.16380275 0.45276709 0.2441669 ],[-0.23724731 -0.15960878 -0.08929844],[0.25437044 1.03710066 1.19593668],[ 0. -0.  0.],[0.07818486 0.04533429 0.00200574],[0. 0. 0.],0.22655058873388206,0,1.5993852177758479,[0.21758397 0.1994635  0.17194497],[0.21787802 0.20197922 0.17599868],[0.17120975 0.1456438  0.11505836],0,[0 0 0],0,[0 0 0]
[0.34181273 0.9428711  0.51092744],[-0.05143011 -0.0245471  -0.02993786],[0.24974071 0.65139871 1.16118328],[-0.09136273  0.18273911  0.08014203],[0.16407015 0.45257817 0.24524476],[-0.23250466 -0.13699026 -0.09877153],[0.25469615 1.03728952 1.19594503],[ 0. -0.  0.],[0.07817065 0.04532605 0.00200538],[0. 0. 0.],0.2248402429702911,0,1.601231443877646,[0.2157126  0.19761547 0.17014172],[0.21601697 0.20015824 0.17423531],[0.16961234 0.14402476 0.11340073],0,[0 0 0],0,[0 0 0]
[0.34226453 0.94247425 0.5129874 ],[-0.05104864 -0.02108574 -0.03098559],[0.25042524 0.65328366 1.16220925],[-0.09238381  0.18231723  0.07952233],[0.16428701 0.45238768 0.24623354],[-0.23214554 -0.12014475 -0.10424508],[0.2550218  1.03747835 1.19595339],[ 0. -0.  0.],[0.07815645 0.04531782 0.00200501],[0. 0. 0.],0.223132066909898,0,1.6030250281838287,[0.2138375  0.19576148 0.16833277],[0.21415469 0.19833501 0.17247054],[0.16802511 0.14241641 0.11175168],0,[0 0 0],0,[0 0 0]
[0.34487188 0.94223917 0.51599336],[-0.04875016 -0.01971233 -0.03124893],[0.25111498 0.65516814 1.16324124],[-0.0933588   0.18192287  0.07889733],[0.16553848 0.45227482 0.24767687],[-0.22191662 -0.1125603  -0.10761912],[0.25534739 1.03766714 1.19596174],[ 0. -0.  0.],[0.07814224 0.04530958 0.00200465],[0. 0. 0.],0.22142461143015763,0,1.604810837948711,[0.21195482 0.19389683 0.16651217],[0.2122855  0.1965021  0.17069544],[0.1664526  0.14082306 0.11011625],0,[0 0 0],0,[0 0 0]
[0.3505293  0.94241405 0.52179384],[-0.04673111 -0.01909345 -0.03040385],[0.25181604 0.65705297 1.16428483],[-0.09429354  0.18154087  0.07828926],[0.16825411 0.45235878 0.25046061],[-0.21276513 -0.10872051 -0.10539239],[0.25567293 1.03785589 1.19597009],[ 0. -0.  0.],[0.07812804 0.04530135 0.00200428],[0. 0. 0.],0.21971683291911162,0,1.6065925357490336,[0.21006363 0.19202066 0.16467845],[0.21040676 0.19465645 0.16890621],[0.16489477 0.13924461 0.10849602],0,[0 0 0],0,[0 0 0]
[0.35574353 0.94253767 0.5271647 ],[-0.04532695 -0.0184992  -0.02971393],[0.25252753 0.65893804 1.16533916],[-0.09520008  0.18117078  0.07769495],[0.17075687 0.45241809 0.25303909],[-0.20643121 -0.10522386 -0.10339071],[0.2559984  1.03804461 1.19597844],[ 0. -0.  0.],[0.07811385 0.04529311 0.00200392],[0. 0. 0.],0.21800937329933948,0,1.608366595303427,[0.20816566 0.19013511 0.16283415],[0.20852029 0.19280044 0.16710438],[0.16335088 0.13768056 0.10689088],0,[0 0 0],0,[0 0 0]
[0.360803   0.942652   0.53245854],[-0.04418302 -0.01815361 -0.0290665 ],[0.25324914 0.66082335 1.16640407],[-0.09608375  0.18080762  0.0771136 ],[0.17318542 0.45247294 0.25558014],[-0.20125055 -0.10303094 -0.1013497 ],[0.25632382 1.0382333  1.19598679],[ 0. -0.  0.],[0.07809965 0.04528488 0.00200356],[0. 0. 0.],0.21630206651605163,0,1.6101356392834263,[0.20626169 0.18824113 0.16098032],[0.20662672 0.19093492 0.16529204],[0.16182102 0.13613114 0.10530135],0,[0 0 0],0,[0 0 0]
[0.3657031  0.9427562  0.53767514],[-0.04333186 -0.01796412 -0.02845943],[0.25398054 0.66270886 1.16747942],[-0.09695038  0.18044824  0.07654439],[0.17553746 0.45252296 0.25808412],[-0.19738558 -0.10170011 -0.09924475],[0.25664917 1.03842195 1.19599514],[ 0. -0.  0.],[0.07808546 0.04527665 0.00200319],[0. 0. 0.],0.21459471919361178,0,1.6119004840906954,[0.20435251 0.18633973 0.1591181 ],[0.20472678 0.18906082 0.16347056],[0.16030518 0.13459654 0.10372793],0,[0 0 0],0,[0 0 0]
[0.37062454 0.9427664  0.5419736 ],[-0.04278773 -0.01635122 -0.02802312],[0.25472179 0.66459439 1.16856337],[-0.09780627  0.1801211   0.07598394],[0.17789982 0.45252789 0.2601469 ],[-0.19551518 -0.09368174 -0.09767719],[0.25697447 1.03861057 1.19600348],[ 0. -0.  0.],[0.07807127 0.04526843 0.00200283],[0. 0. 0.],0.212887321953826,0,1.6136375149876288,[0.20243911 0.18443185 0.15724876],[0.20282239 0.18718049 0.16164275],[0.15880278 0.13307636 0.10217067],0,[0 0 0],0,[0 0 0]
[0.3753817  0.9426924  0.54546213],[-0.04243517 -0.01421154 -0.0276351 ],[0.25547256 0.66647978 1.16965429],[-0.09865501  0.17983678  0.07543122],[0.18018319 0.45249234 0.26182187],[-0.19467103 -0.0831991  -0.09618917],[0.25729971 1.03879916 1.19601182],[ 0. -0.  0.],[0.07805708 0.0452602  0.00200246],[0. 0. 0.],0.21117990512011292,0,1.61533746407087,[0.20052254 0.18251864 0.15537369],[0.20091492 0.18529565 0.15981063],[0.1573136  0.13157058 0.10062996],0,[0 0 0],0,[0 0 0]
[0.3835522 0.9416168 0.5456183],[-0.04227692 -0.02483839 -0.02361315],[0.25623966 0.66836301 1.17074553],[-0.09950045  0.17933992  0.07495898],[0.18410504 0.45197598 0.26189665],[-0.19011892 -0.13390877 -0.07709336],[0.25762489 1.03898771 1.19602017],[ 0. -0.  0.],[0.0780429  0.04525198 0.0020021 ],[0. 0. 0.],0.2094715906508105,0,1.6171760645604496,[0.1986158  0.18061839 0.15351098],[0.19900742 0.18341095 0.15797771],[0.15584006 0.13008166 0.09910876],0,[0 0 0],0,[0 0 0]
[0.39197445 0.9403956  0.5470768 ],[-0.04112947 -0.03315699 -0.01935005],[0.25702361 0.6702438  1.17183968],[-0.10032302  0.17867671  0.07457202],[0.18814763 0.45138973 0.26259668],[-0.18183206 -0.1732362  -0.05771839],[0.25795001 1.03917622 1.19602851],[ 0. -0.  0.],[0.07802872 0.04524375 0.00200174],[0. 0. 0.],0.20776316564950476,0,1.619122987378733,[0.1967156  0.1787261  0.15165493],[0.19709727 0.1815225  0.15613959],[0.15438498 0.12861252 0.09761024],0,[0 0 0],0,[0 0 0]
[0.39996576 0.9391751  0.54832053],[-0.04016757 -0.03953981 -0.01517856],[0.25782354 0.67212215 1.17293632],[-0.10112626  0.17788585  0.07426856],[0.19198348 0.45080392 0.26319368],[-0.17508445 -0.2033868  -0.03864411],[0.25827507 1.0393647  1.19603685],[ 0. -0.  0.],[0.07801454 0.04523553 0.00200137],[0. 0. 0.],0.2060544470849034,0,1.621146972549992,[0.19482138 0.17684115 0.14980502],[0.19518536 0.17963128 0.15429757],[0.15294798 0.12716297 0.0961347 ],0,[0 0 0],0,[0 0 0]
[0.40703416 0.93804765 0.54877996],[-0.03886294 -0.04675114 -0.01051021],[0.25863761 0.67399824 1.17403388],[-0.10190332  0.17695078  0.07405855],[0.19537632 0.45026273 0.2634142 ],[-0.16643418 -0.23740117 -0.01748784],[0.25860007 1.03955315 1.19604518],[ 0. -0.  0.],[0.07800037 0.04522731 0.00200101],[0. 0. 0.],0.2043451258562968,0,1.6232606518251957,[0.19293293 0.17496428 0.14796189],[0.19327131 0.17773692 0.15245115],[0.1515298  0.12573395 0.09468344],0,[0 0 0],0,[0 0 0]
[0.41387105 0.93691325 0.54962134],[-0.03746164 -0.05232513 -0.00662863],[0.25946535 0.67587207 1.17513312],[-0.10265233  0.17590426  0.07392624],[0.19865801 0.44971821 0.2638181 ],[-1.57920000e-01 -2.63561166e-01 -2.03698401e-04],[0.25892501 1.03974156 1.19605352],[ 0. -0.  0.],[0.07798619 0.0452191  0.00200065],[0. 0. 0.],0.20263594877688856,0,1.6254432621321167,[0.19104758 0.17309284 0.14612298],[0.19135485 0.17583881 0.15059985],[0.15013123 0.12432461 0.09325779],0,[0 0 0],0,[0 0 0]
[0.42040157 0.9357393  0.55042803],[-0.0361855  -0.05659062 -0.00322205],[0.26030615 0.67774355 1.17623398],[-0.10337587  0.17477245  0.07386212],[0.20179262 0.44915467 0.26420527],[-0.15046724 -0.2835146   0.01490294],[0.25924989 1.03992994 1.19606185],[ 0. -0.  0.],[0.07797202 0.04521088 0.00200028],[0. 0. 0.],0.2009272609658982,0,1.6276755946079753,[0.18916389 0.17122583 0.14428742],[0.18943659 0.17393757 0.14874456],[0.14875239 0.12292659 0.0918585 ],0,[0 0 0],0,[0 0 0]
[0.42664266 0.9345262  0.55120873],[-0.03496069 -0.05989182 -0.00025946],[0.26115944 0.6796126  1.1773364 ],[-0.10407478  0.17357463  0.07385733],[0.20478839 0.44857245 0.2645801 ],[-0.14353577 -0.2988835   0.02791747],[0.25957472 1.04011829 1.19607019],[ 0. -0.  0.],[0.07795786 0.04520267 0.00199992],[0. 0. 0.],0.19921947214802693,0,1.6299444046558507,[0.1872805  0.16936222 0.1424543 ],[0.18751686 0.17203341 0.14688566],[0.1473937  0.12154948 0.09048665],0,[0 0 0],0,[0 0 0]
[0.4326172  0.93327403 0.5519736 ],[-0.03384089 -0.06243443  0.00233519],[0.26202467 0.68147915 1.17844034],[-0.10475127  0.17232598  0.07390448],[0.20765617 0.44797142 0.26494724],[-0.13737748 -0.310665    0.03925687],[0.25989948 1.0403066  1.19607852],[ 0. -0.  0.],[0.07794369 0.04519445 0.00199956],[0. 0. 0.],0.1975128740827924,0,1.6322386832476043,[0.18539875 0.16750148 0.1406232 ],[0.18559611 0.17012684 0.14502385],[0.14605541 0.12019506 0.08914316],0,[0 0 0],0,[0 0 0]
[0.43717837 0.9319606  0.552701  ],[-0.03276467 -0.06380141  0.00491083],[0.26289903 0.68334307 1.17954574],[-0.10540621  0.17105     0.0740032 ],[0.20984555 0.44734098 0.26529641],[-0.13182599 -0.31684065  0.05054664],[0.26022419 1.04049487 1.19608685],[ 0. -0.  0.],[0.07792953 0.04518624 0.00199919],[0. 0. 0.],0.195807512841871,0,1.6345397159489843,[0.18351943 0.16564309 0.13879363],[0.18367479 0.16821826 0.1431597 ],[0.14473776 0.11886379 0.08782903],0,[0 0 0],0,[0 0 0]
[0.44012678 0.9301113  0.55162716],[-0.03105032 -0.06466675  0.00866067],[0.26377928 0.68520329 1.180649  ],[-0.10602684  0.16975674  0.07417699],[0.2112608  0.44645334 0.26478092],[-0.1234165  -0.32039703  0.06696866],[0.26054884 1.04068311 1.19609518],[ 0. -0.  0.],[0.07791537 0.04517803 0.00199883],[0. 0. 0.],0.19410580509304629,0,1.6368354808600518,[0.18164442 0.16378911 0.13696726],[0.18175407 0.16630887 0.14129433],[0.14344217 0.11755723 0.08654661],0,[0 0 0],0,[0 0 0]
[0.43448818 0.9287374  0.5535898 ],[-0.03240752 -0.06574231  0.01349533],[0.26464826 0.68706076 1.18175618],[-0.10667442  0.16844202  0.07444759],[0.2085543  0.44579392 0.26572349],[-0.12935285 -0.3260356   0.09110004],[0.26087343 1.04087132 1.1961035 ],[ 0. -0.  0.],[0.07790122 0.04516982 0.00199847],[0. 0. 0.],0.19240766797382447,0,1.6390923657177285,[0.17977815 0.16194628 0.13515157],[0.17983498 0.16440378 0.13943377],[0.14216281 0.11626975 0.08529096],0,[0 0 0],0,[0 0 0]
